 Source Port, Destination Port, Protocol, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length.1,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min,SimillarHTTP, Inbound, Label
54363,61272,17,1,2,0,802,0,401,401,401,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,16,0,2000000,0,401,401,401,0,0,0,0,0,0,0,0,0,0,0,601.5,401,0,16,0,0,0,0,0,0,2,802,0,0,-1,-1,1,8,0,0,0,0,0,0,0,0,0,1,UDP
46413,24406,17,213297,6,0,2088,0,393,321,348,35.08845964,0,0,0,0,42659.4,58415.91637,108994,0,213297,42659.4,58415.91637,108994,0,0,0,0,0,0,0,0,0,0,48,0,28.12979086,0,321,393,344.1428571,33.61759743,1130.142857,0,0,0,0,0,0,0,0,0,401.5,348,0,48,0,0,0,0,0,0,6,2088,0,0,-1,-1,5,8,0,0,0,0,0,0,0,0,0,1,UDP
59625,45576,17,109007,4,0,1398,0,369,330,349.5,22.5166605,0,0,0,0,36335.66667,62933.48874,109005,1,109007,36335.66667,62933.48874,109005,1,0,0,0,0,0,0,0,0,0,32,0,36.69489115,0,330,369,345.6,21.36117974,456.3,0,0,0,0,0,0,0,0,0,432,349.5,0,32,0,0,0,0,0,0,4,1398,0,0,-1,-1,3,8,0,0,0,0,0,0,0,0,0,1,UDP
53686,23216,17,218639,6,0,2088,0,393,321,348,35.08845964,0,0,0,0,43727.8,59876.79139,109898,1,218639,43727.8,59876.79139,109898,1,0,0,0,0,0,0,0,0,0,48,0,27.44249654,0,321,393,344.1428571,33.61759743,1130.142857,0,0,0,0,0,0,0,0,0,401.5,348,0,48,0,0,0,0,0,0,6,2088,0,0,-1,-1,5,8,0,0,0,0,0,0,0,0,0,1,UDP
47862,55857,17,1,2,0,766,0,383,383,383,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,16,0,2000000,0,383,383,383,0,0,0,0,0,0,0,0,0,0,0,574.5,383,0,16,0,0,0,0,0,0,2,766,0,0,-1,-1,1,8,0,0,0,0,0,0,0,0,0,1,UDP
41327,43284,17,108988,4,0,1398,0,369,330,349.5,22.5166605,0,0,0,0,36329.33333,62923.38512,108987,0,108988,36329.33333,62923.38512,108987,0,0,0,0,0,0,0,0,0,0,32,0,36.70128822,0,330,369,345.6,21.36117974,456.3,0,0,0,0,0,0,0,0,0,432,349.5,0,32,0,0,0,0,0,0,4,1398,0,0,-1,-1,3,8,0,0,0,0,0,0,0,0,0,1,UDP
52792,23733,17,0,2,0,802,0,401,401,401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,401,401,401,0,0,0,0,0,0,0,0,0,0,0,601.5,401,0,16,0,0,0,0,0,0,2,802,0,0,-1,-1,1,8,0,0,0,0,0,0,0,0,0,1,UDP
40539,42351,17,109073,4,0,1398,0,369,330,349.5,22.5166605,0,0,0,0,36357.66667,62928.29717,109021,2,109073,36357.66667,62928.29717,109021,2,0,0,0,0,0,0,0,0,0,32,0,36.6726871,0,330,369,345.6,21.36117974,456.3,0,0,0,0,0,0,0,0,0,432,349.5,0,32,0,0,0,0,0,0,4,1398,0,0,-1,-1,3,8,0,0,0,0,0,0,0,0,0,1,UDP
35046,1266,17,1,2,0,802,0,401,401,401,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,16,0,2000000,0,401,401,401,0,0,0,0,0,0,0,0,0,0,0,601.5,401,0,16,0,0,0,0,0,0,2,802,0,0,-1,-1,1,8,0,0,0,0,0,0,0,0,0,1,UDP
42224,17498,17,47,2,0,796,0,398,398,398,0,0,0,0,0,47,0,47,47,47,47,0,47,47,0,0,0,0,0,0,0,0,0,16,0,42553.19149,0,398,398,398,0,0,0,0,0,0,0,0,0,0,0,597,398,0,16,0,0,0,0,0,0,2,796,0,0,-1,-1,1,8,0,0,0,0,0,0,0,0,0,1,UDP
59627,65143,17,106721,4,0,1398,0,369,330,349.5,22.5166605,0,0,0,0,35573.66667,61613.66603,106719,1,106721,35573.66667,61613.66603,106719,1,0,0,0,0,0,0,0,0,0,32,0,37.48090816,0,330,369,345.6,21.36117974,456.3,0,0,0,0,0,0,0,0,0,432,349.5,0,32,0,0,0,0,0,0,4,1398,0,0,-1,-1,3,8,0,0,0,0,0,0,0,0,0,1,UDP
39347,37287,17,109055,4,0,1398,0,369,330,349.5,22.5166605,0,0,0,0,36351.66667,62923.10028,109009,1,109055,36351.66667,62923.10028,109009,1,0,0,0,0,0,0,0,0,0,32,0,36.67874009,0,330,369,345.6,21.36117974,456.3,0,0,0,0,0,0,0,0,0,432,349.5,0,32,0,0,0,0,0,0,4,1398,0,0,-1,-1,3,8,0,0,0,0,0,0,0,0,0,1,UDP
44130,37386,17,1,2,0,750,0,375,375,375,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,16,0,2000000,0,375,375,375,0,0,0,0,0,0,0,0,0,0,0,562.5,375,0,16,0,0,0,0,0,0,2,750,0,0,-1,-1,1,8,0,0,0,0,0,0,0,0,0,1,UDP
54490,4742,17,1,2,0,796,0,398,398,398,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,16,0,2000000,0,398,398,398,0,0,0,0,0,0,0,0,0,0,0,597,398,0,16,0,0,0,0,0,0,2,796,0,0,-1,-1,1,8,0,0,0,0,0,0,0,0,0,1,UDP
38203,26115,17,46,2,0,766,0,383,383,383,0,0,0,0,0,46,0,46,46,46,46,0,46,46,0,0,0,0,0,0,0,0,0,16,0,43478.26087,0,383,383,383,0,0,0,0,0,0,0,0,0,0,0,574.5,383,0,16,0,0,0,0,0,0,2,766,0,0,-1,-1,1,8,0,0,0,0,0,0,0,0,0,1,UDP
42854,6548,17,46,2,0,802,0,401,401,401,0,0,0,0,0,46,0,46,46,46,46,0,46,46,0,0,0,0,0,0,0,0,0,16,0,43478.26087,0,401,401,401,0,0,0,0,0,0,0,0,0,0,0,601.5,401,0,16,0,0,0,0,0,0,2,802,0,0,-1,-1,1,8,0,0,0,0,0,0,0,0,0,1,UDP
52790,4383,17,1,2,0,802,0,401,401,401,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,16,0,2000000,0,401,401,401,0,0,0,0,0,0,0,0,0,0,0,601.5,401,0,16,0,0,0,0,0,0,2,802,0,0,-1,-1,1,8,0,0,0,0,0,0,0,0,0,1,UDP
59626,43475,17,107858,4,0,1398,0,369,330,349.5,22.5166605,0,0,0,0,35952.66667,62231.14621,107811,1,107858,35952.66667,62231.14621,107811,1,0,0,0,0,0,0,0,0,0,32,0,37.08579799,0,330,369,345.6,21.36117974,456.3,0,0,0,0,0,0,0,0,0,432,349.5,0,32,0,0,0,0,0,0,4,1398,0,0,-1,-1,3,8,0,0,0,0,0,0,0,0,0,1,UDP
49180,20703,17,214275,6,0,2088,0,393,321,348,35.08845964,0,0,0,0,42855,58715.92824,110048,1,214275,42855,58715.92824,110048,1,0,0,0,0,0,0,0,0,0,48,0,28.00140007,0,321,393,344.1428571,33.61759743,1130.142857,0,0,0,0,0,0,0,0,0,401.5,348,0,48,0,0,0,0,0,0,6,2088,0,0,-1,-1,5,8,0,0,0,0,0,0,0,0,0,1,UDP
49181,2976,17,213569,6,0,2088,0,393,321,348,35.08845964,0,0,0,0,42713.8,58538.56354,110260,1,213569,42713.8,58538.56354,110260,1,0,0,0,0,0,0,0,0,0,48,0,28.09396495,0,321,393,344.1428571,33.61759743,1130.142857,0,0,0,0,0,0,0,0,0,401.5,348,0,48,0,0,0,0,0,0,6,2088,0,0,-1,-1,5,8,0,0,0,0,0,0,0,0,0,1,UDP
34553,29848,17,0,2,0,796,0,398,398,398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,398,398,398,0,0,0,0,0,0,0,0,0,0,0,597,398,0,16,0,0,0,0,0,0,2,796,0,0,-1,-1,1,8,0,0,0,0,0,0,0,0,0,1,UDP
50320,27781,17,1,2,0,750,0,375,375,375,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,16,0,2000000,0,375,375,375,0,0,0,0,0,0,0,0,0,0,0,562.5,375,0,16,0,0,0,0,0,0,2,750,0,0,-1,-1,1,8,0,0,0,0,0,0,0,0,0,1,UDP
54364,43853,17,48,2,0,802,0,401,401,401,0,0,0,0,0,48,0,48,48,48,48,0,48,48,0,0,0,0,0,0,0,0,0,16,0,41666.66667,0,401,401,401,0,0,0,0,0,0,0,0,0,0,0,601.5,401,0,16,0,0,0,0,0,0,2,802,0,0,-1,-1,1,8,0,0,0,0,0,0,0,0,0,1,UDP
53578,35047,17,212936,6,0,2088,0,393,321,348,35.08845964,0,0,0,0,42587.2,58356.4179,109629,1,212936,42587.2,58356.4179,109629,1,0,0,0,0,0,0,0,0,0,48,0,28.17748056,0,321,393,344.1428571,33.61759743,1130.142857,0,0,0,0,0,0,0,0,0,401.5,348,0,48,0,0,0,0,0,0,6,2088,0,0,-1,-1,5,8,0,0,0,0,0,0,0,0,0,1,UDP
40433,45666,17,1,2,0,766,0,383,383,383,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,16,0,2000000,0,383,383,383,0,0,0,0,0,0,0,0,0,0,0,574.5,383,0,16,0,0,0,0,0,0,2,766,0,0,-1,-1,1,8,0,0,0,0,0,0,0,0,0,1,UDP
52839,21297,17,1,2,0,802,0,401,401,401,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,16,0,2000000,0,401,401,401,0,0,0,0,0,0,0,0,0,0,0,601.5,401,0,16,0,0,0,0,0,0,2,802,0,0,-1,-1,1,8,0,0,0,0,0,0,0,0,0,1,UDP
38732,53014,17,48,2,0,776,0,388,388,388,0,0,0,0,0,48,0,48,48,48,48,0,48,48,0,0,0,0,0,0,0,0,0,16,0,41666.66667,0,388,388,388,0,0,0,0,0,0,0,0,0,0,0,582,388,0,16,0,0,0,0,0,0,2,776,0,0,-1,-1,1,8,0,0,0,0,0,0,0,0,0,1,UDP
38636,31536,17,0,2,0,776,0,388,388,388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,388,388,388,0,0,0,0,0,0,0,0,0,0,0,582,388,0,16,0,0,0,0,0,0,2,776,0,0,-1,-1,1,8,0,0,0,0,0,0,0,0,0,1,UDP
40541,61955,17,107106,4,0,1398,0,369,330,349.5,22.5166605,0,0,0,0,35702,61835.94588,107104,1,107106,35702,61835.94588,107104,1,0,0,0,0,0,0,0,0,0,32,0,37.34618042,0,330,369,345.6,21.36117974,456.3,0,0,0,0,0,0,0,0,0,432,349.5,0,32,0,0,0,0,0,0,4,1398,0,0,-1,-1,3,8,0,0,0,0,0,0,0,0,0,1,UDP
34534,22533,17,212281,6,0,2088,0,393,321,348,35.08845964,0,0,0,0,42456.2,58188.48723,110289,1,212281,42456.2,58188.48723,110289,1,0,0,0,0,0,0,0,0,0,48,0,28.2644231,0,321,393,344.1428571,33.61759743,1130.142857,0,0,0,0,0,0,0,0,0,401.5,348,0,48,0,0,0,0,0,0,6,2088,0,0,-1,-1,5,8,0,0,0,0,0,0,0,0,0,1,UDP
50961,40018,17,214309,6,0,2088,0,393,321,348,35.08845964,0,0,0,0,42861.8,58726.0504,110080,1,214309,42861.8,58726.0504,110080,1,0,0,0,0,0,0,0,0,0,48,0,27.99695766,0,321,393,344.1428571,33.61759743,1130.142857,0,0,0,0,0,0,0,0,0,401.5,348,0,48,0,0,0,0,0,0,6,2088,0,0,-1,-1,5,8,0,0,0,0,0,0,0,0,0,1,UDP
42855,55904,17,0,2,0,802,0,401,401,401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,401,401,401,0,0,0,0,0,0,0,0,0,0,0,601.5,401,0,16,0,0,0,0,0,0,2,802,0,0,-1,-1,1,8,0,0,0,0,0,0,0,0,0,1,UDP
52791,28869,17,45,2,0,802,0,401,401,401,0,0,0,0,0,45,0,45,45,45,45,0,45,45,0,0,0,0,0,0,0,0,0,16,0,44444.44444,0,401,401,401,0,0,0,0,0,0,0,0,0,0,0,601.5,401,0,16,0,0,0,0,0,0,2,802,0,0,-1,-1,1,8,0,0,0,0,0,0,0,0,0,1,UDP
50960,54460,17,215644,6,0,2088,0,393,321,348,35.08845964,0,0,0,0,43128.8,59079.35866,110211,1,215644,43128.8,59079.35866,110211,1,0,0,0,0,0,0,0,0,0,48,0,27.82363525,0,321,393,344.1428571,33.61759743,1130.142857,0,0,0,0,0,0,0,0,0,401.5,348,0,48,0,0,0,0,0,0,6,2088,0,0,-1,-1,5,8,0,0,0,0,0,0,0,0,0,1,UDP
53687,21389,17,216509,6,0,2088,0,393,321,348,35.08845964,0,0,0,0,43301.8,59302.68068,109840,1,216509,43301.8,59302.68068,109840,1,0,0,0,0,0,0,0,0,0,48,0,27.71247385,0,321,393,344.1428571,33.61759743,1130.142857,0,0,0,0,0,0,0,0,0,401.5,348,0,48,0,0,0,0,0,0,6,2088,0,0,-1,-1,5,8,0,0,0,0,0,0,0,0,0,1,UDP
44129,57611,17,1,2,0,750,0,375,375,375,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,16,0,2000000,0,375,375,375,0,0,0,0,0,0,0,0,0,0,0,562.5,375,0,16,0,0,0,0,0,0,2,750,0,0,-1,-1,1,8,0,0,0,0,0,0,0,0,0,1,UDP
47378,6069,17,107709,4,0,1398,0,369,330,349.5,22.5166605,0,0,0,0,35903,62184.08809,107707,1,107709,35903,62184.08809,107707,1,0,0,0,0,0,0,0,0,0,32,0,37.13710089,0,330,369,345.6,21.36117974,456.3,0,0,0,0,0,0,0,0,0,432,349.5,0,32,0,0,0,0,0,0,4,1398,0,0,-1,-1,3,8,0,0,0,0,0,0,0,0,0,1,UDP
47379,22142,17,106820,4,0,1398,0,369,330,349.5,22.5166605,0,0,0,0,35606.66667,61630.12499,106771,1,106820,35606.66667,61630.12499,106771,1,0,0,0,0,0,0,0,0,0,32,0,37.44617113,0,330,369,345.6,21.36117974,456.3,0,0,0,0,0,0,0,0,0,432,349.5,0,32,0,0,0,0,0,0,4,1398,0,0,-1,-1,3,8,0,0,0,0,0,0,0,0,0,1,UDP
54313,31635,17,48,2,0,750,0,375,375,375,0,0,0,0,0,48,0,48,48,48,48,0,48,48,0,0,0,0,0,0,0,0,0,16,0,41666.66667,0,375,375,375,0,0,0,0,0,0,0,0,0,0,0,562.5,375,0,16,0,0,0,0,0,0,2,750,0,0,-1,-1,1,8,0,0,0,0,0,0,0,0,0,1,UDP
53789,50878,17,108864,4,0,1398,0,369,330,349.5,22.5166605,0,0,0,0,36288,62850.92765,108862,1,108864,36288,62850.92765,108862,1,0,0,0,0,0,0,0,0,0,32,0,36.7430923,0,330,369,345.6,21.36117974,456.3,0,0,0,0,0,0,0,0,0,432,349.5,0,32,0,0,0,0,0,0,4,1398,0,0,-1,-1,3,8,0,0,0,0,0,0,0,0,0,1,UDP
54365,11474,17,1,2,0,802,0,401,401,401,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,16,0,2000000,0,401,401,401,0,0,0,0,0,0,0,0,0,0,0,601.5,401,0,16,0,0,0,0,0,0,2,802,0,0,-1,-1,1,8,0,0,0,0,0,0,0,0,0,1,UDP
53458,8612,17,1,2,0,802,0,401,401,401,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,16,0,2000000,0,401,401,401,0,0,0,0,0,0,0,0,0,0,0,601.5,401,0,16,0,0,0,0,0,0,2,802,0,0,-1,-1,1,8,0,0,0,0,0,0,0,0,0,1,UDP
59630,28888,17,104608,4,0,1398,0,369,330,349.5,22.5166605,0,0,0,0,34869.33333,60393.72491,104606,1,104608,34869.33333,60393.72491,104606,1,0,0,0,0,0,0,0,0,0,32,0,38.23799327,0,330,369,345.6,21.36117974,456.3,0,0,0,0,0,0,0,0,0,432,349.5,0,32,0,0,0,0,0,0,4,1398,0,0,-1,-1,3,8,0,0,0,0,0,0,0,0,0,1,UDP
35008,54261,17,1,2,0,776,0,388,388,388,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,16,0,2000000,0,388,388,388,0,0,0,0,0,0,0,0,0,0,0,582,388,0,16,0,0,0,0,0,0,2,776,0,0,-1,-1,1,8,0,0,0,0,0,0,0,0,0,1,UDP
45567,28018,17,1,2,0,766,0,383,383,383,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,16,0,2000000,0,383,383,383,0,0,0,0,0,0,0,0,0,0,0,574.5,383,0,16,0,0,0,0,0,0,2,766,0,0,-1,-1,1,8,0,0,0,0,0,0,0,0,0,1,UDP
38539,13947,17,1,2,0,750,0,375,375,375,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,16,0,2000000,0,375,375,375,0,0,0,0,0,0,0,0,0,0,0,562.5,375,0,16,0,0,0,0,0,0,2,750,0,0,-1,-1,1,8,0,0,0,0,0,0,0,0,0,1,UDP
50319,54749,17,49,2,0,750,0,375,375,375,0,0,0,0,0,49,0,49,49,49,49,0,49,49,0,0,0,0,0,0,0,0,0,16,0,40816.32653,0,375,375,375,0,0,0,0,0,0,0,0,0,0,0,562.5,375,0,16,0,0,0,0,0,0,2,750,0,0,-1,-1,1,8,0,0,0,0,0,0,0,0,0,1,UDP
39351,18957,17,107019,4,0,1398,0,369,330,349.5,22.5166605,0,0,0,0,35673,61785.71641,107017,1,107019,35673,61785.71641,107017,1,0,0,0,0,0,0,0,0,0,32,0,37.37654061,0,330,369,345.6,21.36117974,456.3,0,0,0,0,0,0,0,0,0,432,349.5,0,32,0,0,0,0,0,0,4,1398,0,0,-1,-1,3,8,0,0,0,0,0,0,0,0,0,1,UDP
50962,14338,17,212952,6,0,2088,0,393,321,348,35.08845964,0,0,0,0,42590.4,58374.84947,110119,1,212952,42590.4,58374.84947,110119,1,0,0,0,0,0,0,0,0,0,48,0,28.17536346,0,321,393,344.1428571,33.61759743,1130.142857,0,0,0,0,0,0,0,0,0,401.5,348,0,48,0,0,0,0,0,0,6,2088,0,0,-1,-1,5,8,0,0,0,0,0,0,0,0,0,1,UDP
42856,24489,17,1,2,0,802,0,401,401,401,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,16,0,2000000,0,401,401,401,0,0,0,0,0,0,0,0,0,0,0,601.5,401,0,16,0,0,0,0,0,0,2,802,0,0,-1,-1,1,8,0,0,0,0,0,0,0,0,0,1,UDP
41330,4039,17,106936,4,0,1398,0,369,330,349.5,22.5166605,0,0,0,0,35645.33333,61737.79634,106934,1,106936,35645.33333,61737.79634,106934,1,0,0,0,0,0,0,0,0,0,32,0,37.40555098,0,330,369,345.6,21.36117974,456.3,0,0,0,0,0,0,0,0,0,432,349.5,0,32,0,0,0,0,0,0,4,1398,0,0,-1,-1,3,8,0,0,0,0,0,0,0,0,0,1,UDP
58887,26104,17,214339,6,0,2088,0,393,321,348,35.08845964,0,0,0,0,42867.8,58737.1052,110207,1,214339,42867.8,58737.1052,110207,1,0,0,0,0,0,0,0,0,0,48,0,27.99303906,0,321,393,344.1428571,33.61759743,1130.142857,0,0,0,0,0,0,0,0,0,401.5,348,0,48,0,0,0,0,0,0,6,2088,0,0,-1,-1,5,8,0,0,0,0,0,0,0,0,0,1,UDP
53790,22153,17,108127,4,0,1398,0,369,330,349.5,22.5166605,0,0,0,0,36042.33333,62387.31927,108081,1,108127,36042.33333,62387.31927,108081,1,0,0,0,0,0,0,0,0,0,32,0,36.99353538,0,330,369,345.6,21.36117974,456.3,0,0,0,0,0,0,0,0,0,432,349.5,0,32,0,0,0,0,0,0,4,1398,0,0,-1,-1,3,8,0,0,0,0,0,0,0,0,0,1,UDP
36565,58308,17,217064,6,0,2088,0,393,321,348,35.08845964,0,0,0,0,43412.8,59454.73347,110124,1,217064,43412.8,59454.73347,110124,1,0,0,0,0,0,0,0,0,0,48,0,27.64161722,0,321,393,344.1428571,33.61759743,1130.142857,0,0,0,0,0,0,0,0,0,401.5,348,0,48,0,0,0,0,0,0,6,2088,0,0,-1,-1,5,8,0,0,0,0,0,0,0,0,0,1,UDP
43422,22097,17,1,2,0,802,0,401,401,401,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,16,0,2000000,0,401,401,401,0,0,0,0,0,0,0,0,0,0,0,601.5,401,0,16,0,0,0,0,0,0,2,802,0,0,-1,-1,1,8,0,0,0,0,0,0,0,0,0,1,UDP
49931,42403,17,1,2,0,802,0,401,401,401,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,16,0,2000000,0,401,401,401,0,0,0,0,0,0,0,0,0,0,0,601.5,401,0,16,0,0,0,0,0,0,2,802,0,0,-1,-1,1,8,0,0,0,0,0,0,0,0,0,1,UDP
35045,34735,17,1,2,0,802,0,401,401,401,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,16,0,2000000,0,401,401,401,0,0,0,0,0,0,0,0,0,0,0,601.5,401,0,16,0,0,0,0,0,0,2,802,0,0,-1,-1,1,8,0,0,0,0,0,0,0,0,0,1,UDP
34535,50443,17,218276,6,0,2088,0,393,321,348,35.08845964,0,0,0,0,43655.2,59754.79998,109369,1,218276,43655.2,59754.79998,109369,1,0,0,0,0,0,0,0,0,0,48,0,27.48813429,0,321,393,344.1428571,33.61759743,1130.142857,0,0,0,0,0,0,0,0,0,401.5,348,0,48,0,0,0,0,0,0,6,2088,0,0,-1,-1,5,8,0,0,0,0,0,0,0,0,0,1,UDP
40542,27435,17,106446,4,0,1398,0,369,330,349.5,22.5166605,0,0,0,0,35482,61411.59812,106394,2,106446,35482,61411.59812,106394,2,0,0,0,0,0,0,0,0,0,32,0,37.57773895,0,330,369,345.6,21.36117974,456.3,0,0,0,0,0,0,0,0,0,432,349.5,0,32,0,0,0,0,0,0,4,1398,0,0,-1,-1,3,8,0,0,0,0,0,0,0,0,0,1,UDP
33685,20543,17,43,2,0,802,0,401,401,401,0,0,0,0,0,43,0,43,43,43,43,0,43,43,0,0,0,0,0,0,0,0,0,16,0,46511.62791,0,401,401,401,0,0,0,0,0,0,0,0,0,0,0,601.5,401,0,16,0,0,0,0,0,0,2,802,0,0,-1,-1,1,8,0,0,0,0,0,0,0,0,0,1,UDP
44131,29945,17,1,2,0,750,0,375,375,375,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,16,0,2000000,0,375,375,375,0,0,0,0,0,0,0,0,0,0,0,562.5,375,0,16,0,0,0,0,0,0,2,750,0,0,-1,-1,1,8,0,0,0,0,0,0,0,0,0,1,UDP
34000,24793,17,1,2,0,802,0,401,401,401,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,16,0,2000000,0,401,401,401,0,0,0,0,0,0,0,0,0,0,0,601.5,401,0,16,0,0,0,0,0,0,2,802,0,0,-1,-1,1,8,0,0,0,0,0,0,0,0,0,1,UDP
51383,64582,17,1,2,0,766,0,383,383,383,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,16,0,2000000,0,383,383,383,0,0,0,0,0,0,0,0,0,0,0,574.5,383,0,16,0,0,0,0,0,0,2,766,0,0,-1,-1,1,8,0,0,0,0,0,0,0,0,0,1,UDP
59629,52801,17,106004,4,0,1398,0,369,330,349.5,22.5166605,0,0,0,0,35334.66667,61200.57191,106003,0,106004,35334.66667,61200.57191,106003,0,0,0,0,0,0,0,0,0,0,32,0,37.73442512,0,330,369,345.6,21.36117974,456.3,0,0,0,0,0,0,0,0,0,432,349.5,0,32,0,0,0,0,0,0,4,1398,0,0,-1,-1,3,8,0,0,0,0,0,0,0,0,0,1,UDP
51559,19407,17,109000,4,0,1398,0,369,330,349.5,22.5166605,0,0,0,0,36333.33333,62929.44729,108998,1,109000,36333.33333,62929.44729,108998,1,0,0,0,0,0,0,0,0,0,32,0,36.69724771,0,330,369,345.6,21.36117974,456.3,0,0,0,0,0,0,0,0,0,432,349.5,0,32,0,0,0,0,0,0,4,1398,0,0,-1,-1,3,8,0,0,0,0,0,0,0,0,0,1,UDP
32768,72,17,37301,16,0,4940,0,346,272,308.75,33.66798677,0,0,0,0,2486.733333,3528.139361,10689,1,37301,2486.733333,3528.139361,10689,1,0,0,0,0,0,0,0,0,0,128,0,428.9429238,0,272,346,306.5882353,33.7954487,1142.132353,0,0,0,0,0,0,0,0,0,325.75,308.75,0,128,0,0,0,0,0,0,16,4940,0,0,-1,-1,15,8,0,0,0,0,0,0,0,0,0,1,UDP
50964,3888,17,219697,6,0,2088,0,393,321,348,35.08845964,0,0,0,0,43939.4,60144.8007,110223,1,219697,43939.4,60144.8007,110223,1,0,0,0,0,0,0,0,0,0,48,0,27.31034106,0,321,393,344.1428571,33.61759743,1130.142857,0,0,0,0,0,0,0,0,0,401.5,348,0,48,0,0,0,0,0,0,6,2088,0,0,-1,-1,5,8,0,0,0,0,0,0,0,0,0,1,UDP
37610,54040,17,1,2,0,802,0,401,401,401,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,16,0,2000000,0,401,401,401,0,0,0,0,0,0,0,0,0,0,0,601.5,401,0,16,0,0,0,0,0,0,2,802,0,0,-1,-1,1,8,0,0,0,0,0,0,0,0,0,1,UDP
50323,1439,17,1,2,0,750,0,375,375,375,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,16,0,2000000,0,375,375,375,0,0,0,0,0,0,0,0,0,0,0,562.5,375,0,16,0,0,0,0,0,0,2,750,0,0,-1,-1,1,8,0,0,0,0,0,0,0,0,0,1,UDP
